,case_number,date,year,type,country,area,location,activity,name,sex,age,injury,fatal_(y/n),time,species,investigator_or_source,pdf,href_formula,href,case_number_1,case_number_2,original_order,unnamed_22,unnamed_23
2240,1997.08.02.a,1997-08-02,1997,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2242,1997.07.21,1997-07-21,1997,Unprovoked,South africa,Eastern Cape Province,unknown,Surfing,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2244,1997.07.14,1997-07-14,1997,Unprovoked,Usa,South Carolina,unknown,Bathing,unknown,M,0,unknown,N,Night,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2247,1997.06.24,1997-06-24,1997,Unprovoked,Usa,Hawaii,unknown,Fishing,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2248,1997.06.15,1997-06-15,1997,Unprovoked,Fiji,Taveuni,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2249,1997.06.09,1997-06-09,1997,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,spinner,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2251,1997.06.02,1997-06-02,1997,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,spinner,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2252,1997.05.31.c,1997-05-31,1997,Unprovoked,Usa,Florida,unknown,Fishing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2253,1997.05.31.b,1997-05-31,1997,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,sand,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2254,1997.05.31.a,1997-05-31,1997,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,sand,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2259,1997.02.28.a,1997-02-28,1997,Unprovoked,Australia,Queensland,unknown,Diving,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2263,1997.01.25,1997-01-25,1997,Unprovoked,Australia,Queensland,unknown,Bathing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2264,1997.01.20,1997-01-20,1997,Unprovoked,Australia,Western Australia,unknown,Surfing,unknown,M,0,unknown,Y,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2268,1996.12.10,1996-12-10,1996,Unprovoked,South africa,Eastern Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2271,1996.11.29.a,1996-11-29,1996,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2276,1996.10.05.,1996-10-05,1996,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2277,1996.10.03.b,1996-10-03,1996,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2278,1996.10.03.a,1996-10-03,1996,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2281,1996.09.06.b,1996-09-06,1996,Unprovoked,New zealand,Chatham Islands ,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2282,1996.09.06.a,1996-09-06,1996,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2286,1996.09.01.a,1996-09-01,1996,Provoked,South africa,KwaZulu-Natal,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2287,1996.08.29,1996-08-29,1996,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2288,1996.08.13,1996-08-13,1996,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2289,1996.08.11,1996-08-11,1996,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,hammerhead,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2292,1996.07.23.a,1996-07-23,1996,Unprovoked,Egypt / israel,"South Sinai, Gulf of Aqaba",unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2297,1996.07.04.b,1996-07-04,1996,Unprovoked,Usa,Florida,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2300,1996.06.06,1996-06-06,1996,Unprovoked,Australia,Victoria,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2302,1996.05.28,1996-05-28,1996,Unprovoked,South africa,Western Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2304,1996.05.18,1996-05-18,1996,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2306,1996.05.07,1996-05-07,1996,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2311,1996.03.05,1996-03-05,1996,Unprovoked,Australia,Queensland,unknown,Swimming,unknown,F,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2313,1996.02.26,1996-02-26,1996,Unprovoked,Australia,New South Wales,unknown,Diving,unknown,M,0,unknown,N,Night,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2319,1996.02.04,1996-02-04,1996,Unprovoked,Australia,New South Wales,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2322,1996.01.16,1996-01-16,1996,Unprovoked,Usa,Hawaii,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2325,1996.01.10,1996-01-10,1996,Unprovoked,Reunion,Saint-Paul ,unknown,Surfing,unknown,M,0,unknown,Y,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2335,1995.10.11,1995-10-11,1995,Unprovoked,Australia,Queensland,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2337,1995.09.30.b,1995-09-30,1995,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2339,1995.09.28,1995-09-28,1995,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2344,1995.09.11,1995-09-11,1995,Unprovoked,Australia,Western Australia,unknown,Diving,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2345,1995.09.03.b,1995-09-03,1995,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2350,1995.08.26/b,1995-08-26,1995,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2351,1995.08.26.a,1995-08-26,1995,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2352,1995.08.25,1995-08-25,1995,Unprovoked,Usa,North Carolina,unknown,Swimming,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2353,1995.08.22.c,1995-08-22,1995,Unprovoked,Usa,North Carolina,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,sand,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2354,1995.08.22.a,1995-08-22,1995,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2356,1995.08.19,1995-08-19,1995,Unprovoked,Tonga,Vava’u,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2357,1995.08.15,1995-08-15,1995,Unprovoked,Usa,Florida,unknown,Wading,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2361,1995.08.07,1995-08-07,1995,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2376,1995.06.30,1995-06-30,1995,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2380,1995.06.17.a,1995-06-17,1995,Unprovoked,Usa,Florida,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2381,1995.06.16,1995-06-16,1995,Unprovoked,Usa,Florida,unknown,Swimming,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2382,1995.06.14,1995-06-14,1995,Unprovoked,Usa,Hawaii,unknown,Swimming,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2384,1995.06.02,1995-06-02,1995,Unprovoked,Hong kong,New Territories,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2393,1995.04.09.a,1995-04-09,1995,Unprovoked,Japan,Aichi Prefecture,unknown,Diving,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2395,1995.03.11,1995-03-11,1995,Unprovoked,Australia,South Australia,unknown,Surfing,unknown,M,0,unknown,N,Morning,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2397,1995.02.19,1995-02-19,1995,Unprovoked,South africa,Eastern Cape Province,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,raggedtooth,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2399,1995.01.24,1995-01-24,1995,Unprovoked,South africa,KwaZulu-Natal,unknown,Swimming,unknown,M,0,unknown,Y,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2405,1994.12.30,1994-12-30,1994,Unprovoked,South africa,Western Cape Province,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2411,1994.12.09.a,1994-12-09,1994,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2414,1994.11.13,1994-11-13,1994,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,F,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2418,1994.10.08,1994-10-09,1994,Provoked,Usa,Florida,unknown,Wading,unknown,F,0,unknown,N,Afternoon,sand,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2421,1994.09.21,1994-09-21,1994,Unprovoked,Usa,Oregon,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2423,1994.09.05,1994-09-05,1994,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,F,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2427,1994.07.09.c,1994-07-09,1994,Unprovoked,Reunion,Saint-Denis,unknown,Surfing,unknown,M,0,unknown,Y,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2428,1994.07.09.b,1994-07-09,1994,Unprovoked,South africa,Eastern Cape Province,unknown,Surfing,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2429,1994.07.09.a,1994-07-09,1994,Unprovoked,South africa,Eastern Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2431,1994.07.08.a,1994-07-08,1994,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2432,1994.06.24,1994-06-24,1994,Unprovoked,Bahamas,Grand Bahama Island,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2434,1994.05.31.a,1994-05-31,1994,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,spinner,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2438,1994.05.15,1994-05-15,1994,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2448,1994.02.27,1994-02-27,1994,Unprovoked,South africa,Western Cape Province,unknown,Fishing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2449,1994.02.19,1994-02-19,1994,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2451,1994.02.12,1994-02-12,1994,Unprovoked,South africa,Eastern Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2458,1994.01.03,1994-01-03,1994,Unprovoked,South africa,KwaZulu-Natal,unknown,Swimming,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2463,1993.11.21,1993-11-21,1993,Unprovoked,Australia,Western Australia,unknown,Diving,unknown,M,0,unknown,Y,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2466,1993.10.30,1993-10-30,1993,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2467,1993.10.26,1993-10-26,1993,Unprovoked,Usa,Florida,unknown,Swimming,unknown,F,0,unknown,N,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2468,1993.10.10,1993-10-10,1993,Provoked,Usa,California,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2471,1993.09.26,1993-09-26,1993,Unprovoked,South africa,Western Cape Province,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2476,1993.09.03,1993-09-03,1993,Unprovoked,Spain,Costa Blanca,unknown,Swimming,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2477,1993.08.21,1993-08-21,1993,Unprovoked,Bahamas,Walkers Cay,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2481,1993.08.15.a,1993-08-15,1993,Unprovoked,Usa,North Carolina,unknown,Bathing,unknown,F,0,unknown,N,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2483,1993.08.12,1993-08-12,1993,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2486,1993.07.30,1993-07-30,1993,Unprovoked,South africa,Eastern Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2487,1993.07.07,1993-07-07,1993,Unprovoked,Usa,Florida,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2492,1993.06.10,1993-06-10,1993,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2493,1993.06.09,1993-06-09,1993,Unprovoked,Australia,New South Wales,unknown,Diving,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2494,1993.06.05,1993-06-05,1993,Unprovoked,Australia,Tasmania,unknown,Diving,unknown,F,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2503,1993.03.14,1993-03-14,1993,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2504,1993.03.12,1993-03-12,1993,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2507,1993.02.18,1993-02-18,1993,Unprovoked,Tonga,Tongapatu Group,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2510,1993.01.05,1993-01-05,1993,Unprovoked,Australia,Queensland,unknown,Fishing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2512,1993.01.02,1993-01-02,1993,Unprovoked,Usa,Oregon,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2517,1992.12.28,1992-12-28,1992,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2518,1992.12.23,1992-12-23,1992,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2519,1992.11.29,1992-11-29,1992,Unprovoked,Usa,California,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,mako,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2520,1992.11.25.a,1992-11-25,1992,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2521,1992.11.23,1992-11-23,1992,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2522,1992.11.14,1992-11-14,1992,Provoked,Usa,California,unknown,Bathing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2524,1992.11.11,1992-11-11,1992,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2526,1992.11.05.a,1992-11-05,1992,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,Y,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2527,1992.10.29,1992-10-29,1992,Unprovoked,Usa,California,unknown,Diving,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2528,1992.10.22,1992-10-22,1992,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2531,1992.10.01,1992-10-01,1992,Unprovoked,Australia,Queensland,unknown,Surfing,unknown,M,0,unknown,Y,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2533,1992.09.13,1992-09-13,1992,Unprovoked,Usa,Oregon,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2538,1992.08.25,1992-08-25,1992,Unprovoked,Australia,South Australia,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2540,1992.08.18,1992-08-18,1992,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2544,1992.07.21,1992-07-21,1992,Unprovoked,Usa,Florida,unknown,Bathing,unknown,F,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
2548,1992.06.28.a,1992-06-28,1992,Unprovoked,Reunion,Saint-Paul,unknown,Surfing,unknown,M,0,unknown,Y,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
